qnm,output_norm
0.0123,301.1974462
0.01231,302.4618817
0.01232,341.7707796
0.01233,327.7851882
0.01234,303.3200403
0.01235,298.3871102
0.01236,295.7865054
0.01237,301.4184274
0.01238,310.6139516
0.01239,280.7183871
0.0124,291.8015726
0.01241,305.0391935
0.01242,343.1604301
0.01243,305.9982796
0.01244,300.6355511
0.01245,270.3639785
0.01246,321.0106183
0.01247,321.2065054
0.01248,300.6702151
0.01249,309.7016263
0.0125,333.5388038
0.01251,357.8629032
0.01252,285.5285484
0.01253,290.9655914
0.01254,299.3774731
0.01255,324.9291667
0.01256,282.7671774
0.01257,316.1154301
0.01258,341.7188441
0.01259,294.9443414
0.0126,290.6291263
0.01261,243.2895968
0.01262,288.0838306
0.01263,270.8215323
0.01264,347.2298253
0.01265,303.349207
0.01266,336.318293
0.01267,273.6592608
0.01268,273.0339516
0.01269,277.4290054
0.0127,267.1825
0.01271,315.5547312
0.01272,306.8207661
0.01273,242.083172
0.01274,262.710914
0.01275,275.8319624
0.01276,316.7534409
0.01277,287.6682124
0.01278,278.1403495
0.01279,282.3802419
0.0128,267.2947849
0.01281,274.6091667
0.01282,253.3542742
0.01283,296.3061962
0.01284,314.2255108
0.01285,282.1347581
0.01286,285.5690054
0.01287,258.6139113
0.01288,291.7135618
0.01289,258.896586
0.0129,265.6046774
0.01291,283.8759543
0.01292,268.0293011
0.01293,279.1946102
0.01294,258.0645296
0.01295,258.9578763
0.01296,283.831828
0.01297,284.5491129
